,Customer_ID,Churn,Gender,Senior_Citizen,Partner,Dependents,Tenure,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Charges_Monthly,Charges_Total,Charges_Daily,Gasto_Rango,Tenure_Rango,Daily_Range
6689,9208-OLGAQ,0,Female,Senior,0,0,18,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,84.95,1443.65,2.8316666666666666,Gasto Medio,13-45 Meses,Alto Costo/Día
6690,9209-NWPGU,0,Male,No Senior,0,0,44,1,0,DSL,1,0,0,1,1,0,One year,0,Electronic check,65.4,2774.55,2.18,Alto Gasto,13-45 Meses,Costo/Día Medio
6691,9210-IAHGH,1,Female,No Senior,0,0,7,1,0,DSL,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),70.75,450.8,2.3583333333333334,Bajo Gasto,0-12 Meses,Costo/Día Medio
6692,9214-EKVXR,0,Female,No Senior,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.0,44.0,1.4666666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6693,9218-TUMIQ,0,Female,No Senior,1,1,62,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,100.15,6283.3,3.3383333333333334,Alto Gasto,46+ Meses,Alto Costo/Día
6694,9220-CXRSC,0,Female,No Senior,1,1,69,1,1,DSL,1,0,0,1,0,0,Two year,0,Credit card (automatic),61.4,4059.85,2.0466666666666664,Alto Gasto,46+ Meses,Costo/Día Medio
6695,9220-ZNKJI,0,Female,Senior,1,0,55,1,0,Fiber optic,0,0,1,1,1,0,Two year,0,Credit card (automatic),88.8,4805.3,2.96,Alto Gasto,46+ Meses,Alto Costo/Día
6696,9221-OTIVJ,1,Female,Senior,0,0,14,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.85,1531.4,3.4949999999999997,Gasto Medio,0-12 Meses,Alto Costo/Día
6697,9223-UCPVT,1,Female,No Senior,0,0,1,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,94.4,94.4,3.146666666666667,Bajo Gasto,0-12 Meses,Alto Costo/Día
6698,9224-VTYID,0,Male,No Senior,1,1,47,1,1,DSL,1,1,1,1,1,1,Two year,1,Mailed check,90.5,4318.35,3.0166666666666666,Alto Gasto,13-45 Meses,Alto Costo/Día
6699,9225-BZLNZ,0,Male,No Senior,1,0,72,1,1,DSL,1,1,1,0,1,1,Two year,1,Electronic check,85.25,6083.1,2.841666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
6700,9227-LUNBG,1,Female,No Senior,0,0,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.6,24.6,0.8200000000000001,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6701,9227-UAQFT,0,Male,No Senior,0,0,16,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,284.35,0.6583333333333333,Bajo Gasto,13-45 Meses,Bajo Costo/Día
6702,9227-YBAXE,0,Female,No Senior,1,1,65,1,1,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),82.5,5215.1,2.75,Alto Gasto,46+ Meses,Costo/Día Medio
6703,9228-KNQVN,0,Female,No Senior,1,0,59,1,1,Fiber optic,1,1,1,1,0,1,One year,1,Credit card (automatic),107.0,6152.3,3.566666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
6704,9229-RQABD,0,Male,No Senior,0,0,18,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,23.75,424.5,0.7916666666666666,Bajo Gasto,13-45 Meses,Bajo Costo/Día
6705,9231-ZJYAM,1,Female,Senior,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,78.85,292.8,2.628333333333333,Bajo Gasto,0-12 Meses,Costo/Día Medio
6706,9233-PSYHO,0,Female,Senior,0,0,45,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),100.15,4459.8,3.3383333333333334,Alto Gasto,13-45 Meses,Alto Costo/Día
6707,9236-NDUCW,0,Female,No Senior,0,0,21,0,No phone service,DSL,1,0,0,1,0,0,Two year,0,Mailed check,35.1,770.4,1.1700000000000002,Gasto Medio,13-45 Meses,Bajo Costo/Día
6708,9237-HQITU,1,Female,No Senior,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.7,151.65,2.356666666666667,Bajo Gasto,0-12 Meses,Costo/Día Medio
6709,9239-GZHZE,0,Female,No Senior,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),113.65,8124.2,3.7883333333333336,Alto Gasto,46+ Meses,Alto Costo/Día
6710,9239-YGYBO,0,Female,No Senior,1,1,13,1,0,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),54.15,701.05,1.805,Gasto Medio,0-12 Meses,Costo/Día Medio
6711,9239-ZBZZV,1,Female,No Senior,0,0,6,0,No phone service,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,47.95,305.1,1.5983333333333334,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6712,9242-TKFSV,0,Male,No Senior,1,1,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),65.1,4754.3,2.17,Alto Gasto,46+ Meses,Costo/Día Medio
6713,9243-TUYBL,0,Male,Senior,1,0,28,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,105.8,2998.0,3.5266666666666664,Alto Gasto,13-45 Meses,Alto Costo/Día
6714,9244-ZVAPM,0,Male,No Senior,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.6,45.6,1.52,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6715,9248-OJYKK,1,Male,Senior,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.45,76.45,2.5483333333333333,Bajo Gasto,0-12 Meses,Costo/Día Medio
6716,9249-FXSCK,1,Female,No Senior,0,0,52,1,1,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),111.25,5916.45,3.7083333333333335,Alto Gasto,46+ Meses,Alto Costo/Día
6717,9250-WYPLL,1,Female,No Senior,0,0,5,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.55,413.65,2.518333333333333,Bajo Gasto,0-12 Meses,Costo/Día Medio
6718,9251-AWQGT,0,Female,No Senior,1,1,48,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,935.9,0.6666666666666666,Gasto Medio,46+ Meses,Bajo Costo/Día
6719,9251-WNSOD,0,Female,No Senior,1,0,67,1,1,DSL,1,1,1,0,0,1,One year,0,Mailed check,75.1,5064.45,2.503333333333333,Alto Gasto,46+ Meses,Costo/Día Medio
6720,9253-QXKBE,1,Male,Senior,1,0,29,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.45,2653.65,3.1483333333333334,Gasto Medio,13-45 Meses,Alto Costo/Día
6721,9253-VIFJQ,0,Male,No Senior,1,0,65,1,1,DSL,1,1,1,0,0,0,One year,0,Credit card (automatic),67.05,4309.55,2.235,Alto Gasto,46+ Meses,Costo/Día Medio
6722,9254-RBFON,1,Female,No Senior,1,1,17,1,0,Fiber optic,0,0,1,1,1,1,One year,0,Bank transfer (automatic),98.6,1704.95,3.2866666666666666,Gasto Medio,13-45 Meses,Alto Costo/Día
6723,9256-JTBNZ,0,Female,No Senior,0,0,11,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.3,246.3,0.6766666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6724,9257-AZMTZ,0,Female,No Senior,1,1,52,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,1078.75,0.67,Gasto Medio,46+ Meses,Bajo Costo/Día
6725,9258-CNWAC,0,Female,No Senior,1,1,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),113.65,8166.8,3.7883333333333336,Alto Gasto,46+ Meses,Alto Costo/Día
6726,9259-PACGQ,1,Female,No Senior,1,0,34,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Electronic check,62.65,2274.9,2.0883333333333334,Gasto Medio,13-45 Meses,Costo/Día Medio
6727,9261-WDCAF,0,Male,No Senior,0,0,3,1,0,DSL,0,0,0,0,0,1,Month-to-month,0,Mailed check,54.65,189.1,1.8216666666666665,Bajo Gasto,0-12 Meses,Costo/Día Medio
6728,9269-CQOOL,1,Male,No Senior,0,1,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),54.7,169.45,1.8233333333333335,Bajo Gasto,0-12 Meses,Costo/Día Medio
6729,9272-LSVYH,0,Male,No Senior,0,0,10,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.15,735.5,2.3383333333333334,Gasto Medio,0-12 Meses,Costo/Día Medio
6730,9274-CNFMO,1,Male,Senior,1,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,74.95,308.7,2.4983333333333335,Bajo Gasto,0-12 Meses,Costo/Día Medio
6731,9274-UARKJ,0,Female,No Senior,0,0,15,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),83.2,1130.0,2.7733333333333334,Gasto Medio,13-45 Meses,Costo/Día Medio
6732,9277-JOOMO,0,Female,No Senior,0,0,3,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.6,86.35,0.8200000000000001,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6733,9278-VZKCD,0,Female,Senior,1,0,52,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,109.1,5647.95,3.6366666666666663,Alto Gasto,46+ Meses,Alto Costo/Día
6734,9279-CJEOJ,0,Female,Senior,0,0,21,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),95.4,2025.1,3.18,Gasto Medio,13-45 Meses,Alto Costo/Día
6735,9281-CEDRU,0,Female,No Senior,1,0,68,1,0,DSL,0,1,0,1,1,0,Two year,0,Bank transfer (automatic),64.1,4326.25,2.1366666666666663,Alto Gasto,46+ Meses,Costo/Día Medio
6736,9281-OFDMF,0,Male,Senior,0,0,39,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,90.7,3413.25,3.0233333333333334,Alto Gasto,13-45 Meses,Alto Costo/Día
6737,9281-PKKZE,0,Female,No Senior,1,0,46,0,No phone service,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,43.95,2007.85,1.465,Gasto Medio,13-45 Meses,Bajo Costo/Día
6738,9282-IZGQK,1,Female,No Senior,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.0,85.0,2.8333333333333335,Bajo Gasto,0-12 Meses,Alto Costo/Día
6739,9283-LZQOH,1,Male,No Senior,1,1,13,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.4,896.75,2.48,Gasto Medio,0-12 Meses,Costo/Día Medio
6740,9286-BHDQG,0,Male,No Senior,1,1,72,0,No phone service,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),45.25,3139.8,1.5083333333333333,Alto Gasto,46+ Meses,Bajo Costo/Día
6741,9286-DOJGF,1,Female,Senior,1,0,38,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.95,2869.85,2.4983333333333335,Alto Gasto,13-45 Meses,Costo/Día Medio
6742,9289-LBQVU,0,Male,No Senior,1,0,64,1,1,DSL,0,1,0,1,0,1,One year,1,Mailed check,70.15,4480.7,2.3383333333333334,Alto Gasto,46+ Meses,Costo/Día Medio
6743,9290-SHCMB,0,Female,Senior,0,0,13,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,96.85,1235.55,3.228333333333333,Gasto Medio,0-12 Meses,Alto Costo/Día
6744,9294-TDIPC,0,Male,No Senior,0,1,5,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,83.75,0.6733333333333333,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6745,9297-EONCV,0,Female,No Senior,0,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),91.35,6697.2,3.045,Alto Gasto,46+ Meses,Alto Costo/Día
6746,9297-FVVDH,0,Female,No Senior,1,1,57,1,1,DSL,1,0,1,1,1,1,Two year,1,Electronic check,84.5,4845.4,2.816666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
6747,9298-WGMRW,0,Female,No Senior,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),115.5,8312.75,3.85,Alto Gasto,46+ Meses,Alto Costo/Día
6748,9300-AGZNL,1,Male,Senior,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.0,94.0,3.1333333333333333,Bajo Gasto,0-12 Meses,Alto Costo/Día
6749,9300-RENDD,1,Male,No Senior,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,79.95,2.665,Bajo Gasto,0-12 Meses,Costo/Día Medio
6750,9305-CDSKC,1,Female,No Senior,0,0,8,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.65,820.5,3.3216666666666668,Gasto Medio,0-12 Meses,Alto Costo/Día
6751,9306-CPCBC,1,Female,No Senior,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.25,210.3,2.475,Bajo Gasto,0-12 Meses,Costo/Día Medio
6752,9308-ANMVE,0,Male,No Senior,0,1,47,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,55.3,2654.05,1.8433333333333333,Gasto Medio,13-45 Meses,Costo/Día Medio
6753,9309-BZGNT,0,Male,Senior,1,0,69,0,No phone service,DSL,0,0,1,0,0,0,One year,1,Credit card (automatic),29.8,2134.3,0.9933333333333334,Gasto Medio,46+ Meses,Bajo Costo/Día
6754,9313-CDOGY,0,Male,No Senior,1,1,38,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.6,717.3,0.6533333333333334,Gasto Medio,13-45 Meses,Bajo Costo/Día
6755,9313-QOLTZ,0,Male,No Senior,0,0,26,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,518.3,0.6966666666666667,Bajo Gasto,13-45 Meses,Bajo Costo/Día
6756,9314-IJWSQ,0,Female,No Senior,1,1,14,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.8,1203.9,2.8266666666666667,Gasto Medio,0-12 Meses,Alto Costo/Día
6757,9314-QDMDW,0,Male,No Senior,0,0,11,1,0,DSL,0,1,0,0,1,0,One year,1,Electronic check,61.25,729.95,2.0416666666666665,Gasto Medio,0-12 Meses,Costo/Día Medio
6758,9317-WZPGV,1,Female,Senior,0,0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),79.75,159.4,2.658333333333333,Bajo Gasto,0-12 Meses,Costo/Día Medio
6759,9318-NKNFC,1,Male,No Senior,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,18.85,18.85,0.6283333333333334,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6760,9323-HGFWY,0,Female,No Senior,1,0,27,1,0,Fiber optic,1,0,0,1,1,1,One year,1,Credit card (automatic),101.9,2681.15,3.396666666666667,Gasto Medio,13-45 Meses,Alto Costo/Día
6761,9327-QSDED,0,Male,No Senior,0,0,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,43.55,335.4,1.4516666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6762,9330-DHBFL,0,Female,No Senior,1,1,23,1,0,DSL,1,1,1,1,0,0,One year,1,Mailed check,66.25,1533.8,2.2083333333333335,Gasto Medio,13-45 Meses,Costo/Día Medio
6763,9330-IJWIO,1,Female,No Senior,0,0,13,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,100.35,1358.85,3.3449999999999998,Gasto Medio,0-12 Meses,Alto Costo/Día
6764,9330-VOFSZ,0,Female,No Senior,1,0,60,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.8,6640.7,3.6933333333333334,Alto Gasto,46+ Meses,Alto Costo/Día
6765,9332-GYWLO,0,Female,No Senior,1,1,6,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Electronic check,54.85,355.1,1.8283333333333334,Bajo Gasto,0-12 Meses,Costo/Día Medio
6766,9334-GWGOW,0,Male,Senior,1,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.85,485.25,2.4949999999999997,Bajo Gasto,0-12 Meses,Costo/Día Medio
6767,9337-SRRNI,0,Male,No Senior,0,1,66,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,1673.8,0.8433333333333334,Gasto Medio,46+ Meses,Bajo Costo/Día
6768,9339-FIIJL,0,Male,No Senior,1,0,72,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),85.95,6151.9,2.865,Alto Gasto,46+ Meses,Alto Costo/Día
6769,9342-VNIMQ,0,Male,No Senior,0,0,33,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),54.65,1665.2,1.8216666666666665,Gasto Medio,13-45 Meses,Costo/Día Medio
6770,9347-AERRL,0,Male,No Senior,1,0,23,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.3,486.2,0.6433333333333333,Bajo Gasto,13-45 Meses,Bajo Costo/Día
6771,9348-ROUAI,0,Female,No Senior,1,1,59,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),90.3,5194.05,3.01,Alto Gasto,46+ Meses,Alto Costo/Día
6772,9348-YVOMK,0,Male,No Senior,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.8,176.2,1.4933333333333332,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6773,9350-VLHMB,0,Male,No Senior,1,1,67,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),89.55,6373.1,2.985,Alto Gasto,46+ Meses,Alto Costo/Día
6774,9350-ZXYJC,0,Female,No Senior,0,0,4,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,116.95,0.8433333333333334,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6775,9351-HXDMR,0,Male,No Senior,1,0,72,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),110.9,8240.85,3.6966666666666668,Alto Gasto,46+ Meses,Alto Costo/Día
6776,9351-LZYGF,0,Female,No Senior,1,0,42,1,1,DSL,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),66.4,2727.8,2.2133333333333334,Alto Gasto,13-45 Meses,Costo/Día Medio
6777,9355-NPPFS,0,Female,Senior,0,0,26,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,78.8,2006.1,2.6266666666666665,Gasto Medio,13-45 Meses,Costo/Día Medio
6778,9356-AXGMP,0,Male,No Senior,1,0,38,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Electronic check,110.7,4428.6,3.69,Alto Gasto,13-45 Meses,Alto Costo/Día
6779,9357-UJRUN,0,Male,No Senior,1,0,24,1,1,DSL,1,0,0,1,0,0,One year,1,Electronic check,58.35,1346.9,1.945,Gasto Medio,13-45 Meses,Costo/Día Medio
6780,9359-JANWS,0,Female,No Senior,1,0,65,1,0,DSL,1,0,1,1,0,0,Two year,0,Credit card (automatic),58.9,3857.1,1.9633333333333334,Alto Gasto,46+ Meses,Costo/Día Medio
6781,9359-UGBTK,0,Female,No Senior,0,0,67,1,0,DSL,1,0,1,1,0,1,One year,1,Bank transfer (automatic),72.35,4991.5,2.4116666666666666,Alto Gasto,46+ Meses,Costo/Día Medio
6782,9360-AHGNL,1,Female,Senior,1,0,43,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Mailed check,109.55,4830.25,3.6516666666666664,Alto Gasto,13-45 Meses,Alto Costo/Día
6783,9360-OMDZZ,0,Male,No Senior,0,0,24,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.1,2322.85,3.1366666666666663,Gasto Medio,13-45 Meses,Alto Costo/Día
6784,9361-YNQWJ,0,Female,No Senior,0,0,64,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),24.4,1601.2,0.8133333333333332,Gasto Medio,46+ Meses,Bajo Costo/Día
6785,9362-MWODR,0,Female,No Senior,0,1,40,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),64.1,2460.35,2.1366666666666663,Gasto Medio,13-45 Meses,Costo/Día Medio
6786,9364-HVJRK,0,Male,No Senior,0,0,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.15,438.4,1.505,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6787,9364-YKUVW,0,Male,No Senior,0,0,15,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.8,309.4,0.66,Bajo Gasto,13-45 Meses,Bajo Costo/Día
6788,9365-CSLBQ,0,Male,No Senior,0,1,71,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.35,1654.6,0.8116666666666668,Gasto Medio,46+ Meses,Bajo Costo/Día
6789,9365-SRSZE,0,Male,Senior,1,0,27,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.55,1943.9,2.3516666666666666,Gasto Medio,13-45 Meses,Costo/Día Medio
6790,9366-PGOCJ,0,Male,No Senior,0,0,57,1,0,DSL,0,1,0,1,0,0,One year,1,Mailed check,54.65,3134.7,1.8216666666666665,Alto Gasto,46+ Meses,Costo/Día Medio
6791,9367-OIUXP,0,Male,No Senior,0,0,4,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,73.05,0.69,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6792,9367-TCUYN,0,Female,No Senior,0,0,12,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.1,223.6,0.67,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6793,9367-WXLCH,1,Male,No Senior,0,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),84.5,662.65,2.816666666666667,Bajo Gasto,0-12 Meses,Alto Costo/Día
6794,9369-XFEHK,1,Female,Senior,1,0,33,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.6,2656.5,2.6866666666666665,Gasto Medio,13-45 Meses,Costo/Día Medio
6795,9371-BITHB,0,Female,No Senior,1,1,52,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,1070.5,0.6616666666666667,Gasto Medio,46+ Meses,Bajo Costo/Día
6796,9371-CLMGW,0,Female,No Senior,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.3,577.6,2.9766666666666666,Bajo Gasto,0-12 Meses,Alto Costo/Día
6797,9372-TXXPS,0,Female,No Senior,1,0,60,1,0,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),59.85,3483.45,1.995,Alto Gasto,46+ Meses,Costo/Día Medio
6798,9373-WSLOY,0,Male,Senior,1,0,33,0,No phone service,DSL,0,1,1,1,1,0,Month-to-month,1,Electronic check,50.0,1750.85,1.6666666666666667,Gasto Medio,13-45 Meses,Bajo Costo/Día
6799,9374-YOLBJ,0,Female,No Senior,1,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.25,19.25,0.6416666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6800,9375-MHRRS,0,Male,No Senior,0,0,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,50.05,288.35,1.6683333333333332,Bajo Gasto,0-12 Meses,Bajo Costo/Día
6801,9378-FXTIZ,1,Female,No Senior,1,0,54,1,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),70.15,3715.65,2.3383333333333334,Alto Gasto,46+ Meses,Costo/Día Medio
6802,9381-NDKME,1,Female,Senior,1,0,24,0,No phone service,DSL,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),40.65,933.3,1.355,Gasto Medio,13-45 Meses,Bajo Costo/Día
6803,9385-EHGDO,0,Female,No Senior,1,1,35,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.85,739.35,0.6616666666666667,Gasto Medio,13-45 Meses,Bajo Costo/Día
6804,9385-NXKDA,0,Female,No Senior,1,0,72,1,1,DSL,1,1,1,0,1,1,Two year,1,Credit card (automatic),82.65,5919.35,2.7550000000000003,Alto Gasto,46+ Meses,Costo/Día Medio
6805,9386-LDCZR,0,Male,No Senior,0,0,43,1,0,Fiber optic,1,1,1,1,0,0,One year,1,Credit card (automatic),90.65,3882.3,3.021666666666667,Alto Gasto,13-45 Meses,Alto Costo/Día
6806,9388-ZEYVT,0,Male,No Senior,0,0,43,0,No phone service,DSL,0,0,1,1,0,1,One year,0,Electronic check,44.15,1931.3,1.4716666666666667,Gasto Medio,13-45 Meses,Bajo Costo/Día
6807,9389-ACWBI,0,Female,No Senior,1,1,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),69.95,320.4,2.3316666666666666,Bajo Gasto,0-12 Meses,Costo/Día Medio
6808,9391-DXGGG,0,Female,Senior,0,0,44,1,0,Fiber optic,0,1,1,0,0,1,One year,0,Credit card (automatic),89.15,3990.75,2.9716666666666667,Alto Gasto,13-45 Meses,Alto Costo/Día
6809,9391-EOYLI,1,Male,Senior,1,0,12,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.45,950.2,2.6816666666666666,Gasto Medio,0-12 Meses,Costo/Día Medio
6810,9391-LMANN,0,Male,No Senior,0,1,53,1,0,Fiber optic,1,1,1,0,0,1,One year,0,Electronic check,95.95,5036.9,3.1983333333333333,Alto Gasto,46+ Meses,Alto Costo/Día
6811,9391-TTOYH,0,Female,No Senior,0,0,23,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.5,470.2,0.65,Bajo Gasto,13-45 Meses,Bajo Costo/Día
6812,9391-YZEJW,0,Female,No Senior,0,0,62,1,1,Fiber optic,0,0,0,0,1,1,One year,1,Bank transfer (automatic),94.0,5757.2,3.1333333333333333,Alto Gasto,46+ Meses,Alto Costo/Día
6813,9392-XBGTD,0,Male,No Senior,0,1,27,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,581.85,0.6866666666666668,Bajo Gasto,13-45 Meses,Bajo Costo/Día
